Tribe Full Name,Tribe,Tribe Alternate Name,Tribal Component,Salutation,First Name,Middle Name,Last Name,Suffix,aka,Job Title,Organization,BIA Region,BIA Agency,Address 1,Address 2,City,State,StateName,ZIPCode,Alaska,Phone,Fax,E-mail,Web Site,FEDEX Address 1,FEDEX Address 2,FEDEX City,FEDEX State,FEDEX ZipCode,Date Elected,Next Election,Directory,Notes,ANCSA Region,BLM Region,BOR Region,FWS Region,LCC,NPS Region,USGS Region,Latitude,Longitude,Modified
"Confederated Tribes of Coos, Lower Umpqua and Siuslaw Indians",Confederated Coos,,Tribe,,Mark,D.,Ingersoll,,,Chairman,,Northwest,Northwest Regional Office,1245 Fulton Avenue,,Coos Bay,OR,Oregon,97420,No,(541) 888-9577,(541) 888-2853,mingersoll@ctclusi.org,http://www.ctclusi.org,SAME,,,,,4/22/2015,4/8/2018,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,43.3832869,-124.2646835,2/23/2017 14:02
Confederated Tribes of Siletz Indians of Oregon,Siletz Tribe,,Tribe,,Delores,,Pigsley,,,Chairman,,Northwest,Northwest Regional Office,P.O. Box 549,,Siletz,OR,Oregon,97380-0549,No,(541) 444-2532,(541) 444-2307,dpigsley@msn.com,http://www.ctsi.nsn.us,201 SE Swan Avenue,,Siletz,OR,97380,2/4/2017,2/2/2019,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,44.7217836,-123.920113,3/29/2018 8:07
Confederated Tribes of the Chehalis Reservation,Chehalis,,Tribe,,Harry,,Pickernell,,,Chairman,,Northwest,Olympic Peninsula Agency,P.O. Box 536,,Oakville,WA,Washington,98568,No,(360) 273-5911,(360) 273-5914,chairman@chehalistribe.org,http://www.chehalistribe.org,420 Howanut Road,,Oakville,WA,98568,6/1/2017,11/3/2018,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,46.8403765,-123.2323686,8/17/2017 9:09
Confederated Tribes of the Colville Reservation,Confederated Colville,,Tribe,,Michael,,Marchand,,,Chairman,,Northwest,Colville Agency,P.O. Box 150,,Nespelem,WA,Washington,99155-0150,No,(509) 634-2200,(509) 634-4116,michael.marchand@colvilletribes.com,http://www.colvilletribes.com,1 Colville Street,,Nespelem,WA,99155,7/9/2016,7/12/2018,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,48.1671004,-118.9747476,11/15/2017 11:05
"Confederated Tribes of the Goshute Reservation, Nevada and Utah",Confederated Goshute,,Tribe,,Virgil,W.,Johnson,,,Chairman,,Western,Eastern Nevada Agency,P.O. Box 6104,,Ibapah,UT,Utah,84034,No,(435) 234-1138,(435) 234-1162,,http://www.goshutetribe.com/,,,,,,,,Tribal,,,Utah,Upper Colorado,Region 6 - Mountain-Prairie,,Intermountain,Southwest,40.0366039,-113.9852805,2/23/2017 14:02
Confederated Tribes of the Grand Ronde Community of Oregon,Grand Ronde Tribes,Grand Ronde,Tribe,,Cheryle,,Kennedy,,,Chairwoman,,Northwest,Northwest Regional Office,9615 Grand Ronde Road,,Grand Ronde,OR,Oregon,97347-9712,No,(503) 879-5211,(503) 879-5964,cheryle.kennedy@grandronde.org,http://www.grandronde.org,SAME,,,,,9/1/2017,9/1/2018,Tribal,Election date is estimated (actual date set annually by Election Board),,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,45.0753919,-123.6153875,11/15/2017 13:48
Confederated Tribes of the Umatilla Indian Reservation,Umatilla Tribe,,Tribe,,Gary,,Burke,,,Board of Trustees Chairman,,Northwest,Umatilla Agency,Nixyaawii Governance Center,46411 Ti'míne Way,Pendleton,OR,Oregon,97801-0638,No,(541) 276-3165,(541) 276-3095,garyburke@ctuir.org,http://www.umatilla.nsn.us,SAME,,,,,11/19/2015,11/11/2019,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,45.672075,-118.7885967,11/15/2017 12:09
Confederated Tribes of the Warm Springs Reservation of Oregon,Warms Springs Tribe,,Tribe,,Eugene,,Greene,Jr.,,Chairman,,Northwest,Warm Springs Agency,P.O. Box C,,Warm Springs,OR,Oregon,97761-3001,No,(541) 553-1161,(541) 553-3241,info@warmsprings.com,http://www.warmsprings.com,1233 Veterans Street,,Warm Springs,OR,97761,5/6/2013,5/6/2019,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,44.6228948,-121.4272745,2/23/2017 14:02
Coquille Indian Tribe,Coquille,,Tribe,,Brenda,,Meade,,,Chairperson,,Northwest,Northwest Regional Office,3050 Tremont Street,,North Bend,OR,Oregon,97459-3059,No,(541) 756-0904,(541) 756-0847,tribalcouncil@coquilletribe.org,http://www.coquilletribe.org,SAME,,,,,10/19/2012,10/19/2018,Tribal,Constitution states elections will be the third week of October each year.,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,43.394329,-124.2196087,11/15/2017 11:06
Coushatta Tribe of Louisiana,Coushatta,,Tribe,,David,,Sickey,,,Chairman,,Eastern,Eastern Regional Office,P.O. Box 818,,Elton,LA,Louisiana,70532,No,(337) 584-1401,(337) 584-1507,Cbertrand@coushattatribela.org,http://www.coushattatribela.org,1940 C.C. Bel Road,,Elton,LA,70532,6/1/2017,6/1/2021,Tribal,,,Eastern States,,Region 4 - Southeast,,Southeast,Southeast,30.4306273,-92.7182728,7/7/2017 10:20
Cow Creek Band of Umpqua Tribe of Indians,Cow Creek,,Tribe,,Daniel,,Courtney,,,Chairperson,,Northwest,Northwest Regional Office,2371 N.E. Stephens,Suite 100,Roseburg,OR,Oregon,97470-1399,No,(541) 672-9405,(541) 673-0432,vpence@cowcreek.com,http://www.cowcreek.com,SAME,,,,,8/8/2012,8/12/2018,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,43.2386406,-123.3517281,11/15/2017 11:07
Cowlitz Indian Tribe,Cowlitz,,Tribe,,William,,Iyall,,Bill,Chairman,,Northwest,Olympic Peninsula Agency,P.O. Box 2547,,Longview,WA,Washington,98632-8594,No,(360) 577-8140,(360) 577-7432,wiyall@cowlitz.org,http://www.cowlitz.org,1055-9th Avenue Suite B,,Longview,WA,98632,6/7/2008,6/2/2018,Tribal,,,Oregon/Washington,Pacific Northwest,Region 1 - Pacific,,Pacific West,Northwest,46.1381676,-122.9381672,8/17/2017 13:35
Coyote Valley Band of Pomo Indians of California,Coyote Valley,,Tribe,,Michael,,Hunter,,,Chairperson,,Pacific,Central California Agency,Coyote Valley Tribal Council,7601 North State St.,Redwood Valley,CA,California,95470,No,(707) 485-8723,(707) 485-1247,tribaladministrator@coyotevalleytribe.com,http://coyotevalleytribe.com/index.htmlhttp://coyotevalleytribe.com/,7751 North State Street,,Redwood Valley,CA,95470,,,Tribal,Contact PRO for further information.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,39.253231,-123.211116,2/23/2017 14:02
"Crow Creek Sioux Tribe of the Crow Creek Reservation, SD",Crow Creek,,Tribe,,Brandon,,Sazue,,,Chairman,,Great Plains,Crow Creek Agency,P.O. Box 50,,Fort Thompson,SD,South Dakota,57339,No,(605) 245-2221,(605) 245-2470,,http://sdtribalrelations.com/crowcreek.aspx,100 Drifting Goose Street,,Fort Thompson,SD,57339,4/17/2014,4/15/2016,Tribal,,,Montana/Dakotas,Great Plains,Region 6 - Mountain-Prairie,,Midwest,Midwest,44.068601,-99.4378846,2/23/2017 14:02
Crow Tribe of Montana,Crow,,Tribe,,AJ,,Not Afraid,,,Chairman,,Rocky Mountain,Crow Agency,P.O. Box 159,,Crow Agency,MT,Montana,59022,No,(406) 638-3715,(406) 638-3773,,http://www.crowtribe.com,Batcheeche Avenue,,Crow Agency,MT,59022,,,Tribal,,,Montana/Dakotas,Great Plains,Region 6 - Mountain-Prairie,,Intermountain,Northwest,45.6041414,-107.4645278,2/23/2017 14:02
Death Valley Timbi-sha Shoshone Tribe,Timbi-sha Shoshone,Timbi-sha Reservation,Tribe,,George,,Gholson,,,Chairperson,,Pacific,Central California Agency,P.O. Box 1779,,Bishop,CA,California,93515,No,(760) 872-3614,(760) 872-3670,,http://timbisha.com,1349 Rocking W Drive,,Bishop,CA,93514,,,Tribal,,,California,Lower Colorado,Region 8 - Pacific Southwest,,Pacific West,Pacific,37.36,-118.39,2/23/2017 14:02
"Delaware Nation, Oklahoma",Delaware Nation,,Tribe,,Deborah,,Dotson,,, President,,Southern Plains,Southern Plains Regional Office,P.O. Box 825,,Anadarko,OK,Oklahoma,73005,No,(405) 247-2448,(405) 247-9393,ddotson@delawarenation.com,http://www.delawarenation.com,3 Miles North of Anadarko on Highway 281,Main Office Bldg 100,Anadarko,OK,73005,6/30/2017,6/30/2021,Tribal,SELF-GOVERNANCE,,New Mexico,Great Plains,Region 2 - Southwest,Eastern Tallgrass Prairie and Big Rivers,Intermountain,Southwest,35.072562,-98.2436625,10/20/2017 5:51
Delaware Tribe of Indians,Delaware Tribe,,Tribe,,Chester,L.,Brooks,,Chet,Chief,,Eastern Oklahoma,Miami Agency,5100 Tuxedo Blvd.,,Bartlesville,OK,Oklahoma,74006-2838,No,(918) 337-6590,(918) 337-6591,cbrooks@delawaretribe.org,http://www.delawaretribe.org,SAME,,,,,11/1/2014,11/3/2018,Tribal,,,New Mexico,Great Plains,Region 2 - Southwest,,Intermountain,Southwest,36.7569707,-95.8992375,2/23/2017 14:02
"Dry Creek Rancheria Band of Pomo Indians, California",Dry Creek,Dry Creek Rancheria,Tribe,,Chris,,Wright,,,Chairman,,Pacific,Pacific Regional Office,P.O. Box 607,,Geyserville,CA,California,95441,No,(707) 431-4090,(707) 857-3794,chrisw@drycreekrancheria.com,http://www.drycreekrancheria.com,"1550 Airport Blvd., Suite 101",,Santa Rosa,CA,95403,10/29/2016,10/29/2018,Tribal,Call Tribe for election information.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,38.7074755,-122.9027647,2/23/2017 14:02
"Duckwater Shoshone Tribe of the Duckwater Reservation, Nevada",Duckwater,,Tribe,,Lorin,,Watson,,,Chairperson,,Western,Eastern Nevada Agency,P.O. Box 140068,,Duckwater,NV,Nevada,89314,No,(775) 863-0227,(775) 863-0301,,,,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,38.9317577,-115.7147132,7/27/2017 16:57
Eastern Band of Cherokee Indians,Eastern Cherokee,,Tribe,,Richard,,Sneed,,,Principal Chief,,Eastern,Cherokee Agency,P.O. Box 455,Qualla Boundary,Cherokee,NC,North Carolina,28719,No,(828) 497-7000,(828) 497-7007,paxtmyer@nc-cherokee.com,http://www.ebci.com,88 Council House Loop Road,,Cherokee,NC,28719,5/25/2017,9/1/2019,Tribal,,,Eastern States,,Region 4 - Southeast,,Southeast,Southeast,35.4717656,-83.3107072,6/6/2017 6:33
Eastern Shawnee Tribe of Oklahoma,Eastern Shawnee,,Tribe,,Glenna,J.,Wallace,,,Chief,,Eastern Oklahoma,Miami Agency,P.O. Box 350,,Seneca,MO,Missouri,64865,No,(918) 666-2435,(918) 666-2186,gjwallace@estoo.net,http://www.estoo-nsn.gov,127 West Oneida,,Seneca,MO,64865,9/13/2014,9/14/2018,Tribal,,,Eastern States,,Region 3 - Midwest,Eastern Tallgrass Prairie and Big Rivers,Midwest,Midwest,36.8015396,-94.5830789,2/23/2017 14:02
"Eastern Shoshone Tribe of the Wind River Reservation, Wyoming",Eastern Shoshone ,,Tribe,,Clint,D.,Wagon,,,Chairman,,Rocky Mountain,Wind River Agency,P.O. Box 538,,Fort Washakie,WY,Wyoming,82514,No,(307) 332-4932,(307) 332-3055,svc_receptionist@yahoo.com,http://www.easternshoshone.net,14 Norfork Road,,Fort Washakie,WY,82514,,,Tribal,,,Wyoming,Great Plains,Region 6 - Mountain-Prairie,,Intermountain,Northwest,43.006346,-108.882346,2/23/2017 14:02
"Elem Indian Colony of Pomo Indians of the Sulphur Bank Rancheria, California",Elem,Elem Indian Colony,Tribe,,Augustin,,Garcia,,,Chairperson,,Pacific,Central California Agency,P.O. Box 757,,Lower Lake,CA,California,95457,No,(707) 994-3400,(707) 994-3408,stephenwalzelemta@gmail.com,,16170 Main Street Suite 1,,Lower Lake,CA,95457,11/8/2014,11/7/2016,Tribal,Contact PRO for further information.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,38.9104546,-122.6102614,2/23/2017 14:02
"Elk Valley Rancheria, California",Elk Valley,,Tribe,,Dale,,Miller,,,Chairman,,Pacific,Northern California Agency,2332 Howland Hill Road,,Crescent City,CA,California,95531,No,(707) 464-4680,(707) 464-4519,swoods@elk-valley.com,http://www.elk-valley.com,SAME,,,,,1/1/2013,1/1/2017,Tribal,Actual election date TBD.,,California,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,41.7585605,-124.1578832,2/23/2017 14:02
Ely Shoshone Tribe of Nevada,Ely Shoshone,,Tribe,,Victor,,McQueen,Jr.,,Chairman,,Western,Eastern Nevada Agency,16 Shoshone Circle,,Ely,NV,Nevada,89301,No,(775) 289-3013,(775) 289-3156,,,SAME,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,39.2471298,-114.8795783,4/3/2017 9:54
Enterprise Rancheria of Maidu Indians of California,Enterprise,Enterprise Rancheria,Tribe,,Glenda,,Nelson,,,Chairwoman,,Pacific,Central California Agency,2133 Montevista Avenue,,Oroville,CA,California,95966,No,(530) 532-9214,(530) 532-1768,info@enterpriserancheria.org,http://www.enterpriserancheria.org,SAME,,,,,3/6/2011,3/6/2015,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,39.4769862,-121.5468112,2/23/2017 14:02
"Ewiiaapaayp Band of Kumeyaay Indians, California",Ewiiaapaayp,Cuyapaipe Reservation,Tribe,,Robert,,Pinto,Sr.,,Chairman,,Pacific,Pacific Regional Office,4054 Willows Road,,Alpine,CA,California,91901,No,(619) 445-6315,(619) 445-9126,wmicklin@leaningrock.net,,SAME,,,,,,,Tribal,Actual election date TBD.,,California,Lower Colorado,Region 8 - Pacific Southwest,,Pacific West,Pacific,32.836279,-116.726317,2/23/2017 14:02
"Federated Indians of Graton Rancheria, California",Federated Indians of Graton,Graton Rancheria,Tribe,,Greg,,Sarris,,,Chairman,,Pacific,Pacific Regional Office,6400 Redwood Drive,Suite 300,Rohnert Park,CA,California,94928,No,(707) 566-2288,(707) 566-2291,,http://www.gratonrancheria.com,SAME,,,,,,,Tribal,Contact Tribe for election information.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,38.3476948,-122.7161054,2/23/2017 14:02
Flandreau Santee Sioux Tribe of South Dakota,Flandreau,,Tribe,,Anthony,,Reider,,,President,,Great Plains,Great Plains Regional Office,P.O. Box 283,,Flandreau,SD,South Dakota,57028,No,(605) 997-3891,(605) 997-3878,president@fsst.org,http://www.fsst.org,603 West Broad Avenue,,Flandreau,SD,57028,11/4/2014,8/1/2018,Tribal,,,Montana/Dakotas,Great Plains,Region 6 - Mountain-Prairie,Eastern Tallgrass Prairie and Big Rivers,Midwest,Midwest,44.0494154,-96.595324,2/23/2017 14:02
"Forest County Potawatomi Community, Wisconsin",Forest County,,Tribe,,Ned,,Daniels,Jr.,,Chairman,,Midwest,Great Lakes Agency,P.O. Box 340,,Crandon,WI,Wisconsin,54520,No,(715) 478-7200,(715) 478-5280,Ned.DanielsJr@fcpotawatomi-nsn.gov,http://www.fcpotawatomi.com,5416 Everybody's Road,,Crandon,WI,54520,2/10/2018,11/4/2019,Tribal,Chairman's Assistant - Amanda.House@fcpotawatomi-nsn.gov,,Eastern States,,Region 3 - Midwest,,Midwest,Midwest,45.5719072,-88.9028922,2/27/2018 13:38
Fort Belknap Indian Community of the Fort Belknap Reservation of Montana,Assiniboine and Gros Ventre Tribes,,Tribe,,Mark,L.,Azure,,,President,,Rocky Mountain,Fort Belknap Agency,"RR 1, Box 66",,Harlem,MT,Montana,59526,No,(406) 353-2205,(406) 353-2797,,http://www.ftbelknap-nsn.gov,656 Agency Main Street,,Harlem,MT,59526,11/5/2013,,Tribal,,,Montana/Dakotas,Great Plains,Region 6 - Mountain-Prairie,,Intermountain,Northwest,48.5333309,-108.7840463,4/10/2018 12:16
Fort Bidwell Indian Community of the Fort Bidwell Reservation of California,Fort Bidwell,Fort Bidwell Reservation,Tribe,,Kevin,Dean,Townsend,,,Chairman,,Pacific,Northern California Agency,P.O. Box 129,,Fort Bidwell,CA,California,96112,No,(530) 279-6310,(530) 279-2233,"paulafbishop@aol.com, keith.impson@sbcglobal.net",,130 Meetheeuh Road,,Fort Bidwell,CA,96112,11/4/2017,,Tribal,Actual election date TBD.,,California,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,41.8605328,-120.15207,11/29/2017 10:34
"Fort Independence Indian Community of Paiute Indians of the Fort Independence Reservation, California",Fort Independence,Fort Independence Reservation,Tribe,,Norman,,Wilder,,,Chairperson,,Pacific,Central California Agency,P.O. Box 67,,Independence,CA,California,93526,No,(760) 878-5160,(760) 878-2311,receptionist@fortindepdence.com,http://www.fortindependence.com,131 North Highway 395,,Independence,CA,93526,1/7/2016,1/1/2018,Tribal,Actual election date TBD.,,California,Lower Colorado,Region 8 - Pacific Southwest,,Pacific West,Pacific,36.8027102,-118.2000951,2/23/2017 14:02
"Fort McDermitt Paiute and Shoshone Tribes of the Fort McDermitt Indian Reservation, Nevada and Oregon",Fort McDermitt,,Tribe,,Bradley,,Crutcher,,,Chairman,,Western,Western Nevada Agency,P.O. Box 457,,McDermitt,NV,Nevada,89421,No,(775) 532-8259,(775) 532-8487,,,,,,,,,,Tribal,,,Nevada,Mid-Pacific,Region 8 - Pacific Southwest,,Pacific West,Pacific,41.9972968,-117.7189974,2/23/2017 14:02
"Fort McDowell Yavapai Nation, Arizona",Fort McDowell,,Tribe,,Bernadine,,Burnette,,,President,,Western,Salt River Agency,P.O. Box 17779,,Fountain Hills,AZ,Arizona,85269,No,(480) 837-5121,(480) 837-7957,bburnette@ftmcdowell.org ,http://www.ftmcdowell.org,17661 East Yavapai Road,,Fort McDowell,AZ,85264,,,Tribal,,,Arizona,Lower Colorado,Region 2 - Southwest,,Intermountain,Southwest,33.6047418,-111.7205005,2/23/2017 14:02
"Fort Mojave Indian Tribe of Arizona, California & Nevada",Fort Mojave,,Tribe,,Timothy,,Williams,,,Chairman,,Western,Colorado River Agency,500 Merriman Avenue,,Needles,CA,California,92363,No,(760) 629-4591,(760) 629-2468,TimothyWilliams@fortmojave.com,,SAME,,,,,,,Tribal,,,California,Lower Colorado,Region 8 - Pacific Southwest,,Pacific West,Pacific,34.8521551,-114.6152723,2/23/2017 14:02
Fort Sill Apache Tribe of Oklahoma,Fort Sill,,Tribe,,Jeffrey,,Haozous,,,Chairman,,Southern Plains,Anadarko Agency,43187 US Highway 281,,Apache,OK,Oklahoma,73006,No,(580) 588-2298,(580) 588-3133,jeff@fortsillapache.com,http://www.fortsillapache-nsn.gov,3 Miles North of Apache on Highway 281,,Apache,OK,73006,10/7/2017,10/5/2019,Tribal,OSG,,New Mexico,Great Plains,Region 2 - Southwest,,Intermountain,Southwest,34.8936766,-98.3658875,10/20/2017 5:50
"Gila River Indian Community of the Gila River Indian Reservation, Arizona",Gila River,,Tribe,,Stephen,R.,Lewis,,,Governor,,Western,Pima Agency,P.O. Box 97,,Sacaton,AZ,Arizona,85147,No,(520) 562-9841,(520) 562-9849,,http://www.gilariver.org/,525 West Gu u Ki,,Sacaton,AZ,85147,,,Tribal,,,Arizona,Lower Colorado,Region 2 - Southwest,,Intermountain,Southwest,33.0767225,-111.7392993,2/23/2017 14:02
"Grand Traverse Band of Ottawa & Chippewa Indians, Michigan",Grand Traverse,,Tribe,,Thurlow,S.,McClellan,,Sam,Chairperson,,Midwest,Michigan Agency,2605 N. West Bay Shore Drive,,Peshawbestown,MI,Michigan,49682-9275,No,(231) 534-7750,(231) 534-7568,Thurlow.McClellan@gtbindians.com,http://www.gtbindians.org,SAME,,,,,5/10/2016,5/1/2020,Tribal,,,Eastern States,,Region 3 - Midwest,,Midwest,Midwest,45.0193321,-85.6049964,11/27/2017 15:38
Greenville Rancheria,Greenville,Greenville Rancheria,Tribe,,Kyle,,Self,,,Chairman,,Pacific,Central California Agency,P.O. Box 279,,Greenville,CA,California,95947,No,(530) 284-7990,(530) 284-6612,pallen@greenvillerancheria.com,http://www.greenvillerancheria.com,410 Main Street,,Greenville,CA,95947,11/9/2012,11/9/2016,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,40.1396126,-120.9510675,2/23/2017 14:02
Grindstone Indian Rancheria of Wintun-Wailaki Indians of California,Grindstone,Grindstone Indian Rancheria,Tribe,,Ronald,,Kirk,,,Chairman,,Pacific,Central California Agency,P.O. Box 63,,Elk Creek,CA,California,95939,No,(530) 968-5365,(530) 968-5366,girrancheria@yahoo.com,,County Road 305 3600 Phils Way,,Elk Creek,CA,95939,,,Tribal,Actual election date TBD.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,39.535761,-122.6729515,2/23/2017 14:02
Guidiville Rancheria of California,Guidiville,Guidiville Rancheria,Tribe,,Merlene,,Sanchez,,,Chairperson,,Pacific,Central California Agency,P.O. Box 339,,Talmage,CA,California,95481,No,(707) 462-3682,(707) 462-9183,admin@guidiville.net,,401 B Talmage Road,,Ukiah,CA,95482,,,Tribal,Contact Tribe for election information.,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,39.1331805,-123.1663077,2/23/2017 14:02
"Habematolel Pomo of Upper Lake, California",Habematolel,Upper Lake Rancheria,Tribe,,Sherry,,Treppa,,,Chairperson,,Pacific,Central California Agency,P.O. Box 516,,Upper Lake,CA,California,95485,No,(707) 275-0737,(707) 275-0757,tribaladmin@upperlakepomo.com,http://www.upperlakepomoindians.com,375 E. Highway 20,Suite 1,Upper Lake,CA,95485,6/14/2012,6/14/2016,Tribal,,,California,Mid-Pacific,Region 8 - Pacific Southwest,California,Pacific West,Pacific,39.1646129,-122.9105515,2/23/2017 14:02
"Hannahville Indian Community, Michigan",Hannahville,,Tribe,,Kenneth,,Meshigaud,,,Chairperson,,Midwest,Michigan Agency,N14911 Hannahville B1 Road,,Wilson,MI,Michigan,49896-9728,No,(906) 466-2932,(906) 466-2933,tyderyien@hannahville.org,http://www.hannahville.net,SAME,,,,,5/2/2016,5/1/2019,Tribal,,,Eastern States,,Region 3 - Midwest,,Midwest,Midwest,45.7030659,-87.3743177,9/13/2017 8:27
"Havasupai Tribe of the Havasupai Reservation, Arizona",Havasupai,,Tribe,,Don,,Watahomigie,,,Chairman,,Western,Truxton Canon Agency,P.O. Box 10,,Supai,AZ,Arizona,86435-0010,No,(928) 448-2731,(928) 448-2551,,http://www.havasupaitribe.com,13067 E. Highway 66,Truxton Canon Agency,Valentine,AZ,86437,,,Tribal,,,Arizona,Lower Colorado,Region 2 - Southwest,Southern Rockies,Intermountain,Southwest,36.2369265,-112.6890791,2/23/2017 14:02
